Air Terminal Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly Code,Assembly Description,Assembly Name,Classification Number,Classification Title,Comments,Cost,Count,Critical Path,Description,Elevation from Level,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,Flow,IFC Predefined Type,IfcGUID,Image,Keynote,Level,Manufacturer,Mark,Max Flow,Min Flow,Model,Phase Created,Phase Demolished,Size,System Abbreviation,System Classification,System Name,System Type,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL
,,,,,,,1,No,,8' - 9",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,16z2MfSxDDWumzU2PTFoGi,,,L1 - Block 37,,76,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 12,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,8' - 9",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,16z2MfSxDDWumzU2PTFoIc,,,L1 - Block 37,,77,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 12,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,8' - 9",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,16z2MfSxDDWumzU2PTFoNG,,,L1 - Block 37,,78,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 12,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,8' - 9",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,16z2MfSxDDWumzU2PTFoMp,,,L1 - Block 37,,79,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 13,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,8' - 9",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,16z2MfSxDDWumzU2PTFo9C,,,L1 - Block 37,,80,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 13,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,8' - 9",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,16z2MfSxDDWumzU2PTFo9X,,,L1 - Block 37,,81,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 13,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,7' - 7 21/32",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,16z2MfSxDDWumzU2PTFoBR,,,L2,,82,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 12,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,7' - 7 21/32",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,16z2MfSxDDWumzU2PTFoAH,,,L2,,83,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 13,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,Yes,,6' - 3 1/2",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,16z2MfSxDDWumzU2PTFo4s,,,L2,,86,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 9,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,20' - 9",,,,By Type,,Default,,Air Terminal-Exhaust Cap-FB,Air Terminal-Exhaust Cap-FB: 4" DIA,0 CFM,,16z2MfSxDDWumzU2PTFnXV,,,L1 - Block 37,,94,,,,New Construction,None,4"ø,,Exhaust Air,Mechanical Exhaust Air 3,Exhaust Air,4" DIA,,,0uItpyAgXCovb3y_iwf_Qg,,,
,,,,,,,1,No,,20' - 9",,,,By Type,,Default,,Air Terminal-Exhaust Cap-FB,Air Terminal-Exhaust Cap-FB: 4" DIA,0 CFM,,16z2MfSxDDWumzU2PTFnVt,,,L1 - Block 37,,95,,,,New Construction,None,4"ø,,Exhaust Air,Mechanical Exhaust Air 4,Exhaust Air,4" DIA,,,0uItpyAgXCovb3y_iwf_Qg,,,
,,,,,,,1,No,,10' - 10",,,,By Type,,Default,,Air Terminal-Exhaust Cap-FB,Air Terminal-Exhaust Cap-FB: 4" DIA,0 CFM,,3M6N9m3lHED8TWnWxmt5we,,,L3,,98,,,,New Construction,None,4"ø,,Exhaust Air,Mechanical Exhaust Air 5,Exhaust Air,4" DIA,,,0uItpyAgXCovb3y_iwf_Qg,,,
,,,23.75.70.21.27.11,,,,1,No,,8' - 0",,,,By Type,,Default,,Supply Diffuser - Square - Hosted,Supply Diffuser - Square - Hosted: 12" x 12",100 CFM,,3geUbj3bX1hO$BfIAYA8Sf,,,L3,,99,,,,New Construction,None,5"x5",,Supply Air,Mechanical Supply Air 17,Supply Air,12" x 12",,,0B82sWVf587AtmxOGOUsqV,,,
,,,,,,,1,Yes,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3geUbj3bX1hO$BfIAYA8aq,,,L3,,100,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 17,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3geUbj3bX1hO$BfIAYA8bj,,,L3,,101,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 17,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3geUbj3bX1hO$BfIAYA8bV,,,L3,,102,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 17,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3geUbj3bX1hO$BfIAYA8cN,,,L3,,103,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 17,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3M6pLGbD93gxT0QT3GSSs9,,,L3,,111,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 18,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3M6pLGbD93gxT0QT3GSSsN,,,L3,,112,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 18,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3M6pLGbD93gxT0QT3GSSrm,,,L3,,113,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 18,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3M6pLGbD93gxT0QT3GSSrS,,,L3,,114,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 18,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3M6pLGbD93gxT0QT3GSSq9,,,L3,,115,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 18,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3M6pLGbD93gxT0QT3GSSBl,,,L3,,116,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 18,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3M6pLGbD93gxT0QT3GSSAA,,,L3,,117,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 18,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3M6pLGbD93gxT0QT3GSS9o,,,L3,,118,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 18,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 4",,,,By Type,,Default,,Air Terminal-Exhaust Cap-FB,Air Terminal-Exhaust Cap-FB: 4" DIA,0 CFM,,3M6pLGbD93gxT0QT3GSSFV,,,L3,,119,,,,New Construction,None,4"ø,,Exhaust Air,Mechanical Exhaust Air 6,Exhaust Air,4" DIA,,,0uItpyAgXCovb3y_iwf_Qg,,,
,,,,,,,1,No,,10' - 4 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3M6pLGbD93gxT0QT3GSS7H,,,L3,,120,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 18,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,Yes,,10' - 4 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3M6pLGbD93gxT0QT3GSS6H,,,L3,,121,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 18,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,23.75.70.21.27.11,,,,1,No,,8' - 0",,,,By Type,,Default,,Supply Diffuser - Square - Hosted,Supply Diffuser - Square - Hosted: 12" x 12",100 CFM,,2V2qdYnOr3TuSCIM7zPXnv,,,L3,,122,,,,New Construction,None,6"x6",,Supply Air,Mechanical Supply Air 18,Supply Air,12" x 12",,,0B82sWVf587AtmxOGOUsqV,,,
,,,,,,,1,No,,10' - 10",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,29FdkzBLX489$pF5O4cqb2,,,L3,,127,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 20,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 10",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,29FdkzBLX489$pF5O4cqbe,,,L3,,128,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 20,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 10",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,29FdkzBLX489$pF5O4cqaC,,,L3,,129,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 20,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 10",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,29FdkzBLX489$pF5O4cqar,,,L3,,130,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 20,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,23.75.70.21.27.11,,,,1,Yes,,8' - 0",,,,By Type,,Default,,Supply Diffuser - Square - Hosted,Supply Diffuser - Square - Hosted: 12" x 12",100 CFM,,0KZn1XrlzCDgke9UTJ4_nr,,,L3,,131,,,,New Construction,None,9"x9",,Supply Air,Mechanical Supply Air 20,Supply Air,12" x 12",,,0B82sWVf587AtmxOGOUsqV,,,
,,,,,,,1,No,,9' - 11 7/8",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0KZn1XrlzCDgke9UTJ4_9J,,,L3,,132,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 20,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 10",,,,By Type,,Default,,Air Terminal-Exhaust Cap-FB,Air Terminal-Exhaust Cap-FB: 4" DIA,0 CFM,,1twX0D6PT5qAIpAZjhjCtX,,,L3,,133,,,,New Construction,None,4"ø,,Exhaust Air,Mechanical Exhaust Air 7,Exhaust Air,4" DIA,,,0uItpyAgXCovb3y_iwf_Qg,,,
,,,,,,,1,Yes,,9' - 4 7/16",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2fAavAP_T3PBMu6yDI0Qpj,,,L3,,135,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 24,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2fAavAP_T3PBMu6yDI0QoS,,,L3,,136,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 24,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2fAavAP_T3PBMu6yDI0Qos,,,L3,,137,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 24,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2fAavAP_T3PBMu6yDI0QnH,,,L3,,138,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 24,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2fAavAP_T3PBMu6yDI0QmA,,,L3,,139,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 24,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2fAavAP_T3PBMu6yDI0Qml,,,L3,,140,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 24,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2fAavAP_T3PBMu6yDI0Q$e,,,L3,,141,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 24,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 10",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2fAavAP_T3PBMu6yDI0QzC,,,L3,,142,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 24,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 10",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2fAavAP_T3PBMu6yDI0Qze,,,L3,,143,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 24,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2WCPlt3dr4lubCAVtr56yF,,,L3,,144,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 23,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2WCPlt3dr4lubCAVtr56zW,,,L3,,145,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 23,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,Yes,,9' - 4 7/16",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2WCPlt3dr4lubCAVtr56wX,,,L3,,146,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 23,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2WCPlt3dr4lubCAVtr56wU,,,L3,,147,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 23,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2WCPlt3dr4lubCAVtr56u$,,,L3,,148,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 23,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2WCPlt3dr4lubCAVtr56uB,,,L3,,149,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 23,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2WCPlt3dr4lubCAVtr56vJ,,,L3,,150,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 23,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2WCPlt3dr4lubCAVtr56tl,,,L3,,151,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 23,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2WCPlt3dr4lubCAVtr56tA,,,L3,,152,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 23,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2WCPlt3dr4lubCAVtr56qc,,,L3,,153,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 23,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2WCPlt3dr4lubCAVtr56r1,,,L3,,154,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 23,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2WCPlt3dr4lubCAVtr56og,,,L3,,155,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 23,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2WCPlt3dr4lubCAVtr56cm,,,L3,,156,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 15,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2WCPlt3dr4lubCAVtr56dU,,,L3,,157,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 15,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2WCPlt3dr4lubCAVtr56aO,,,L3,,158,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 15,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2WCPlt3dr4lubCAVtr56bs,,,L3,,159,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 15,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
