Wall Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Absorptance,Angle From Vertical,Area,Assembly Code,Assembly Description,Assembly Name,Base Constraint,Base Offset,Bottom Width,Comments,Cost,Count,Cross-Section,Default Exterior Angle,Default Interior Angle,Description,Enable Angle Overrides,Estimated Reinforcement Volume,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Exterior Angle,Family,Family and Type,Family Thumbnail,Fire Rating,Function,Heat Transfer Coefficient (U),IFC Predefined Type,IfcGUID,Image,Interior Angle,Keynote,Length,Manufacturer,Mark,Model,Phase Created,Phase Demolished,Rebar Cover,Rebar Cover - Exterior Face,Rebar Cover - Interior Face,Rebar Cover - Other Faces,Roughness,Structural Material,Structural Usage,Thermal Mass,Thermal Resistance (R),Top Constraint,Top Offset,Top Width,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,Unconnected Height,URL,Volume,Width,Width Measured At
0.7,,35 SF,B2010,Exterior Walls,,L1 - Block 43,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 6 5/8",,1 HR,Soffit,6.3327 BTU/(h·ft²·°F),,2wYho76PDA9vn_AFRLvLL8,,,,1' - 10 11/16",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,28.8093 BTU/(ft²·°F),0.1579 (h·ft²·°F)/BTU,Up to level: L3,-2' - 5",,Chase - GWB & Metal Stud 6 5/8",,,1YueUxVJH8SwhLiH$TP6Xo,,S04,16' - 5",,19.17 CF,0' - 6 5/8",
0.7,,107 SF,B2010,Exterior Walls,,L1 - Block 43,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Core - Concrete 12",,4 HR,Core-shaft,0.6044 BTU/(h·ft²·°F),,2wYho76PDA9vn_AFRLvLNX,,,,9' - 4 1/2",,,,New Construction,None,,,,,3,Concrete, Cast-in-Place gray,Non-bearing,22.5315 BTU/(ft²·°F),1.6546 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Core - Concrete 12",,,2Rqwfi9uL0W9XTWzRAs_ER,,C02,18' - 4",,107.10 CF,1' - 0",
0.7,,59 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L1 - Block 43,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,2wYho76PDA9vn_AFRLvL9M,,,,3' - 11 11/32",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,18' - 4",,26.01 CF,0' - 5 3/8",
0.7,,416 SF,A1010200,Foundation Walls,,Parking,-0' - 6",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Foundation - 24" Concrete,,4 HR,Foundation,0.3022 BTU/(h·ft²·°F),,2wYho76PDA9vn_AFRLvLEx,,,,31' - 0",,,,New Construction,None,,,,,3,Concrete, Cast-in-Place gray,Non-bearing,45.0630 BTU/(ft²·°F),3.3092 (h·ft²·°F)/BTU,Up to level: L1 - Block 37,0' - 0",,Foundation - 24" Concrete,,,2Rqwfi9uL0W9XTWzRAs_6e,,C04,13' - 11 1/2",,825.87 CF,2' - 0",
0.7,,520 SF,A1010200,Foundation Walls,,Parking,-0' - 6",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Foundation - 24" Concrete,,4 HR,Foundation,0.3022 BTU/(h·ft²·°F),,2wYho76PDA9vn_AFRLvL0y,,,,37' - 1 15/16",,,,New Construction,None,,,,,3,Concrete, Cast-in-Place gray,Non-bearing,45.0630 BTU/(ft²·°F),3.3092 (h·ft²·°F)/BTU,Up to level: L1 - Block 37,0' - 0",,Foundation - 24" Concrete,,,2Rqwfi9uL0W9XTWzRAs_6e,,C04,13' - 11 1/2",,1037.40 CF,2' - 0",
0.7,,793 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L1 - Block 37,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 14 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0174 BTU/(h·ft²·°F),,2BByksCr15Dg4KZP6dXlgy,,,,35' - 5 7/8",,,,New Construction,None,,,,,3,,Non-bearing,14.9135 BTU/(ft²·°F),57.5480 (h·ft²·°F)/BTU,Up to level: L3,0' - 0",,Exterior - 14 5/8" Rainscreen w Insultation on Metal Stud,,,38Ozd1J$fFHu9SwugZC0Rw,,X07,22' - 3 1/2",,967.67 CF,1' - 2 5/8",
0.7,,276 SF,A1010200,Foundation Walls,,Parking,-0' - 6",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Foundation - 24" Concrete,,4 HR,Foundation,0.3022 BTU/(h·ft²·°F),,2BByksCr15Dg4KZP6dXltG,,,,23' - 9 1/2",,,,New Construction,None,,,,,3,Concrete, Cast-in-Place gray,Non-bearing,45.0630 BTU/(ft²·°F),3.3092 (h·ft²·°F)/BTU,Up to level: L1 - Block 35,0' - 0",,Foundation - 24" Concrete,,,2Rqwfi9uL0W9XTWzRAs_6e,,C04,11' - 6",,552.96 CF,2' - 0",
0.7,,563 SF,A1010200,Foundation Walls,,Parking,-0' - 6",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Foundation - 24" Concrete,,4 HR,Foundation,0.3022 BTU/(h·ft²·°F),,2BByksCr15Dg4KZP6dXlqv,,,,50' - 7 1/2",,,,New Construction,None,,,,,3,Concrete, Cast-in-Place gray,Non-bearing,45.0630 BTU/(ft²·°F),3.3092 (h·ft²·°F)/BTU,Up to level: L1 - Block 35,0' - 0",,Foundation - 24" Concrete,,,2Rqwfi9uL0W9XTWzRAs_6e,,C04,11' - 6",,1108.40 CF,2' - 0",
0.7,,1768 SF,B2010,Exterior Walls,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Core - Concrete 12",,4 HR,Core-shaft,0.6044 BTU/(h·ft²·°F),,2BByksCr15Dg4KZP6dXlpf,,,,24' - 0 1/2",,,,New Construction,None,,,,,3,Concrete, Cast-in-Place gray,Non-bearing,22.5315 BTU/(ft²·°F),1.6546 (h·ft²·°F)/BTU,Up to level: Parapet 2,0' - 0",,Core - Concrete 12",,,2Rqwfi9uL0W9XTWzRAs_ER,,C02,76' - 9",,1768.45 CF,1' - 0",
0.7,,3031 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,2BByksCr15Dg4KZP6dXlpQ,,,,50' - 4 1/2",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,69' - 5",,3180.36 CF,1' - 0 5/8",
0.7,,130 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Party - 6 1/8" (2-hr),,2 HR,Interior,0.0234 BTU/(h·ft²·°F),,0pOJTbav12OOt$k8GeKf2F,,,,9' - 11 5/8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,5.1774 BTU/(ft²·°F),42.8246 (h·ft²·°F)/BTU,Up to level: R2,0' - 0",,Party - 6 1/8" (2-hr),,,1UzjuOoQr4P85_KNmJAtS$,,W01,13' - 4",,126.98 CF,0' - 11 3/4",
0.7,,409 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,0pOJTbav12OOt$k8GeKf4b,,,,20' - 1 7/16",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: Block 43 - Parapet,0' - 0",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,5' - 8",,315.52 CF,1' - 0 5/8",
0.7,,1074 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,0pOJTbav12OOt$k8GeKf4U,,,,47' - 1 27/32",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,18' - 0",,1145.01 CF,1' - 0 5/8",
0.7,,75 SF,B2010,Exterior Walls,,Parking,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Core - Concrete 10",,4 HR,Core-shaft,0.7252 BTU/(h·ft²·°F),,1PXhyobVjFBBmnnrKsDRFY,,,,9' - 7",,,,New Construction,None,,,,,3,Concrete, Cast-in-Place gray,Non-bearing,18.7763 BTU/(ft²·°F),1.3789 (h·ft²·°F)/BTU,Up to level: L1 - Block 35,0' - 0",,Core - Concrete 10",,,2Rqwfi9uL0W9XTWzRAs_GP,,C01,11' - 0",,62.25 CF,0' - 10",
0.7,,82 SF,B2010,Exterior Walls,,Parking,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Core - Concrete 18",,4 HR,Core-shaft,0.4029 BTU/(h·ft²·°F),,1PXhyobVjFBBmnnrKsDREi,,,,8' - 3",,,,New Construction,None,,,,,3,Concrete, Cast-in-Place gray,Non-bearing,33.7973 BTU/(ft²·°F),2.4819 (h·ft²·°F)/BTU,Up to level: L1 - Block 35,0' - 0",,Core - Concrete 18",,,2Rqwfi9uL0W9XTWzRAs_GX,,C03,11' - 0",,122.38 CF,1' - 6",
0.7,,108 SF,B2010,Exterior Walls,,Parking,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Core - Concrete 10",,4 HR,Core-shaft,0.7252 BTU/(h·ft²·°F),,1PXhyobVjFBBmnnrKsDRDb,,,,9' - 7",,,,New Construction,None,,,,,3,Concrete, Cast-in-Place gray,Non-bearing,18.7763 BTU/(ft²·°F),1.3789 (h·ft²·°F)/BTU,Up to level: L1 - Block 35,0' - 0",,Core - Concrete 10",,,2Rqwfi9uL0W9XTWzRAs_GP,,C01,11' - 0",,89.86 CF,0' - 10",
0.7,,110 SF,B2010,Exterior Walls,,Parking,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Core - Concrete 18",,4 HR,Core-shaft,0.4029 BTU/(h·ft²·°F),,1PXhyobVjFBBmnnrKsD41d,,,,9' - 6",,,,New Construction,None,,,,,3,Concrete, Cast-in-Place gray,Non-bearing,33.7973 BTU/(ft²·°F),2.4819 (h·ft²·°F)/BTU,Up to level: L1 - Block 37,0' - 0",,Core - Concrete 18",,,2Rqwfi9uL0W9XTWzRAs_GX,,C03,13' - 5 1/2",,164.89 CF,1' - 6",
0.7,,133 SF,B2010,Exterior Walls,,Parking,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Core - Concrete 10",,4 HR,Core-shaft,0.7252 BTU/(h·ft²·°F),,1PXhyobVjFBBmnnrKsD41b,,,,9' - 11 3/16",,,,New Construction,None,,,,,3,Concrete, Cast-in-Place gray,Non-bearing,18.7763 BTU/(ft²·°F),1.3789 (h·ft²·°F)/BTU,Up to level: L1 - Block 37,0' - 0",,Core - Concrete 10",,,2Rqwfi9uL0W9XTWzRAs_GP,,C01,13' - 5 1/2",,106.77 CF,0' - 10",
0.7,,100 SF,B2010,Exterior Walls,,Parking,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Core - Concrete 10",,4 HR,Core-shaft,0.7252 BTU/(h·ft²·°F),,1PXhyobVjFBBmnnrKsD404,,,,8' - 7",,,,New Construction,None,,,,,3,Concrete, Cast-in-Place gray,Non-bearing,18.7763 BTU/(ft²·°F),1.3789 (h·ft²·°F)/BTU,Up to level: L1 - Block 37,0' - 0",,Core - Concrete 10",,,2Rqwfi9uL0W9XTWzRAs_GP,,C01,13' - 5 1/2",,83.18 CF,0' - 10",
0.7,,125 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L1 - Block 37,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Interior - 7 1/4" Partition (NR),,NR,Interior,0.0287 BTU/(h·ft²·°F),,1dmOxKdxr3uPB111oWAmgn,,,,14' - 7",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4441 BTU/(ft²·°F),34.8921 (h·ft²·°F)/BTU,Up to level: L2,-0' - 6",,Interior - 7 1/4" Partition (NR),,,1kJXG9J_12CxJk83GXH3Vz,,P04,11' - 0 1/2",,75.53 CF,0' - 7 1/4",
0.7,,106 SF,B2010,Exterior Walls,,Parking,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Core - Concrete 18",,4 HR,Core-shaft,0.4029 BTU/(h·ft²·°F),,1zJ5d22gn4RA$hT3nRgklw,,,,8' - 7",,,,New Construction,None,,,,,3,Concrete, Cast-in-Place gray,Non-bearing,33.7973 BTU/(ft²·°F),2.4819 (h·ft²·°F)/BTU,Up to level: L1 - Block 37,0' - 0",,Core - Concrete 18",,,2Rqwfi9uL0W9XTWzRAs_GX,,C03,13' - 5 1/2",,159.67 CF,1' - 6",
0.7,,718 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,-2' - 6",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Party - 6 1/8" (2-hr),,2 HR,Interior,0.0234 BTU/(h·ft²·°F),,0s9hxL8vH4AQpm7LXCLUDP,,,,14' - 1 5/8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,5.1774 BTU/(ft²·°F),42.8246 (h·ft²·°F)/BTU,Up to level: R2,0' - 0",,Party - 6 1/8" (2-hr),,,1UzjuOoQr4P85_KNmJAtS$,,W01,53' - 3",,703.39 CF,0' - 11 3/4",
0.7,,489 SF,B2010,Exterior Walls,,L1 - Block 37,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Core - Concrete 10",,4 HR,Core-shaft,0.7252 BTU/(h·ft²·°F),,0s9hxL8vH4AQpm7LXCLUs0,,,,9' - 8 9/16",,,,New Construction,None,,,,,3,Concrete, Cast-in-Place gray,Non-bearing,18.7763 BTU/(ft²·°F),1.3789 (h·ft²·°F)/BTU,Up to level: Parapet 2,0' - 0",,Core - Concrete 10",,,2Rqwfi9uL0W9XTWzRAs_GP,,C01,74' - 3 1/2",,407.35 CF,0' - 10",
0.7,,67 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Interior - 6 1/8" Partition (2-hr),,2 HR,Interior,0.0466 BTU/(h·ft²·°F),,0s9hxL8vH4AQpm7LXCLUmk,,,,5' - 11 7/8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8757 BTU/(ft²·°F),21.4678 (h·ft²·°F)/BTU,Up to level: M1,-0' - 6",,Interior - 6 1/8" Partition (2-hr),,,1xZrMVYp52mhf4uMzw11Hp,,P06,10' - 11",,32.96 CF,0' - 6 1/8",
0.7,,269 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 10 1/4" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0304 BTU/(h·ft²·°F),,0s9hxL8vH4AQpm7LXCLUn3,,,,40' - 10 1/16",,,,New Construction,None,,,,,3,,Non-bearing,14.9970 BTU/(ft²·°F),32.9206 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Exterior - 10 1/4" Rainscreen w Insultation on Metal Stud,,,2_V46gFRv1gwDUl815bqYC,,X03,24' - 3",,229.48 CF,0' - 10 1/4",
0.7,,159 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,0s9hxL8vH4AQpm7LXCLUwP,,,,15' - 9 5/16",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: L2,-3' - 1",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,10' - 11",,166.97 CF,1' - 0 5/8",
0.7,,12 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,0s9hxL8vH4AQpm7LXCLUwj,,,,6' - 0",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: L2,-5' - 1",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,8' - 11",,12.81 CF,1' - 0 5/8",
0.7,,63 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Interior - 4 7/8" Partition (1-hr),,1 HR,Interior,0.0472 BTU/(h·ft²·°F),,0s9hxL8vH4AQpm7LXCLUhZ,,,,14' - 8 1/2",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4406 BTU/(ft²·°F),21.1904 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Interior - 4 7/8" Partition (1-hr),,,1xZrMVYp52mhf4uMzw11Hm,,P01,8' - 5",,25.44 CF,0' - 4 7/8",
0.7,,165 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Interior - 7 1/4" Partition (1 hr),,1 HR,Interior,0.0287 BTU/(h·ft²·°F),,0s9hxL8vH4AQpm7LXCLPLB,,,,15' - 10",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4441 BTU/(ft²·°F),34.8921 (h·ft²·°F)/BTU,Up to level: M1,-0' - 6",,Interior - 7 1/4" Partition (1 hr),,,2WiNTEbs96VfWyr2qfzjXE,,P03,10' - 11",,99.62 CF,0' - 7 1/4",
0.7,,198 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Interior - 4 7/8" Partition (1-hr),,1 HR,Interior,0.0472 BTU/(h·ft²·°F),,0s9hxL8vH4AQpm7LXCLPDW,,,,20' - 1 11/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4406 BTU/(ft²·°F),21.1904 (h·ft²·°F)/BTU,Up to level: M1,-0' - 6",,Interior - 4 7/8" Partition (1-hr),,,1xZrMVYp52mhf4uMzw11Hm,,P01,10' - 11",,80.24 CF,0' - 4 7/8",
0.7,,38 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Interior - 4 7/8" Partition (1-hr),,1 HR,Interior,0.0472 BTU/(h·ft²·°F),,0s9hxL8vH4AQpm7LXCLPFR,,,,3' - 6",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4406 BTU/(ft²·°F),21.1904 (h·ft²·°F)/BTU,Up to level: M1,-0' - 6",,Interior - 4 7/8" Partition (1-hr),,,1xZrMVYp52mhf4uMzw11Hm,,P01,10' - 11",,15.52 CF,0' - 4 7/8",
0.7,,24 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Interior - 4 7/8" Partition (1-hr),,1 HR,Interior,0.0472 BTU/(h·ft²·°F),,0s9hxL8vH4AQpm7LXCLPFb,,,,5' - 0 13/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4406 BTU/(ft²·°F),21.1904 (h·ft²·°F)/BTU,Up to level: M1,-0' - 6",,Interior - 4 7/8" Partition (1-hr),,,1xZrMVYp52mhf4uMzw11Hm,,P01,10' - 11",,9.67 CF,0' - 4 7/8",
0.7,,78 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L1 - Block 37,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Interior - 4 7/8" Partition (NR),,NR,Interior,0.0472 BTU/(h·ft²·°F),,15xKUPqIHAl8uhdIa8aCiu,,,,7' - 9 1/8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4406 BTU/(ft²·°F),21.1904 (h·ft²·°F)/BTU,Up to level: L2,-0' - 6",,Interior - 4 7/8" Partition (NR),,,26$5pwZTH4A8RTAK02gn25,,P02,11' - 0 1/2",,31.54 CF,0' - 4 7/8",
0.7,,128 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L1 - Block 37,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Interior - 4 7/8" Partition (NR),,NR,Interior,0.0472 BTU/(h·ft²·°F),,15xKUPqIHAl8uhdIa8aCiv,,,,16' - 5 3/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4406 BTU/(ft²·°F),21.1904 (h·ft²·°F)/BTU,Up to level: L2,-0' - 6",,Interior - 4 7/8" Partition (NR),,,26$5pwZTH4A8RTAK02gn25,,P02,11' - 0 1/2",,52.08 CF,0' - 4 7/8",
0.7,,1214 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Party - 6 1/8" (2-hr),,2 HR,Interior,0.0234 BTU/(h·ft²·°F),,15xKUPqIHAl8uhdIa8aCPZ,,,,33' - 2 5/8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,5.1774 BTU/(ft²·°F),42.8246 (h·ft²·°F)/BTU,Up to level: L5,0' - 0",,Party - 6 1/8" (2-hr),,,1UzjuOoQr4P85_KNmJAtS$,,W01,37' - 5",,1188.42 CF,0' - 11 3/4",
0.7,,308 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Interior - 6 1/8" Partition (2-hr),,2 HR,Interior,0.0466 BTU/(h·ft²·°F),,15xKUPqIHAl8uhdIa8aCRt,,,,34' - 5 3/4",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8757 BTU/(ft²·°F),21.4678 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Interior - 6 1/8" Partition (2-hr),,,1xZrMVYp52mhf4uMzw11Hp,,P06,10' - 3",,156.73 CF,0' - 6 1/8",
0.7,,307 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Interior - 6 1/8" Partition (2-hr),,2 HR,Interior,0.0466 BTU/(h·ft²·°F),,15xKUPqIHAl8uhdIa8aC6J,,,,36' - 6 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8757 BTU/(ft²·°F),21.4678 (h·ft²·°F)/BTU,Up to level: L3,-2' - 5",,Interior - 6 1/8" Partition (2-hr),,,1xZrMVYp52mhf4uMzw11Hp,,P06,8' - 4",,156.94 CF,0' - 6 1/8",
0.7,,225 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Interior - 6 1/8" Partition (2-hr),,2 HR,Interior,0.0466 BTU/(h·ft²·°F),,15xKUPqIHAl8uhdIa8aC7K,,,,29' - 4 11/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8757 BTU/(ft²·°F),21.4678 (h·ft²·°F)/BTU,Up to level: L3,-2' - 3 1/2",,Interior - 6 1/8" Partition (2-hr),,,1xZrMVYp52mhf4uMzw11Hp,,P06,8' - 5 1/2",,114.74 CF,0' - 6 1/8",
0.7,,1131 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Party - 6 1/8" (2-hr),,2 HR,Interior,0.0234 BTU/(h·ft²·°F),,15xKUPqIHAl8uhdIa8aC0I,,,,30' - 0 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,5.1774 BTU/(ft²·°F),42.8246 (h·ft²·°F)/BTU,Up to level: L5,0' - 0",,Party - 6 1/8" (2-hr),,,1UzjuOoQr4P85_KNmJAtS$,,W01,37' - 5",,1107.30 CF,0' - 11 3/4",
0.7,,1225 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Party - 6 1/8" (2-hr),,2 HR,Interior,0.0234 BTU/(h·ft²·°F),,15xKUPqIHAl8uhdIa8aC1X,,,,32' - 3 1/2",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,5.1774 BTU/(ft²·°F),42.8246 (h·ft²·°F)/BTU,Up to level: L5,0' - 0",,Party - 6 1/8" (2-hr),,,1UzjuOoQr4P85_KNmJAtS$,,W01,37' - 5",,1199.95 CF,0' - 11 3/4",
